Bin	Phylum	Depth	TvC20	TvC40	cynS	nit	URE	amiF	mauAB	qhpA	amo_pmo	hao	nxrAB	narGH	napA	narB	nasA	nirB	nrfA	nirA	nirK	norB	nosZ	xoxF	Fal1	Fal2	Fal3	Fal4	Frm1	Frm2	Frm3	coxL.I	acs
14_0929_09_20cm_Bacteria_6721_56_10	Verrucomicrobia	Neither	Decrease	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
14_0929_09_20cm_Bacteria_6730_65_7	Chloroflexi	Decrease	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1
14_0929_09_20cm_Gemmatimonadetes_6731_64_7	Gemmatimonadetes	Decrease	Increase	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
14_0929_09_20cm_Ktedonobacter_racemifer_6734_54_8	Chloroflexi	Decrease	Neither	Neither	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1
14_0929_09_30cm_Acidobacteria_6831_56_8	Acidobacteria	Neither	Decrease	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
14_0929_09_30cm_Bacteria_6832_65_9	Chloroflexi	Decrease	Neither	Neither	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1
14_0929_09_30cm_Bacteria_6841_55_9	Verrucomicrobia	Neither	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
14_0929_09_30cm_Bacteria_6847_57_11	Acidobacteria	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
14_0929_09_30cm_Bacteria_6875_72_9	Deltaproteobacteria	Neither	Neither	Neither	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1
14_0929_09_30cm_Betaproteobacteria_6879_64_7	Betaproteobacteria	Increase	Neither	Neither	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1
14_0929_09_30cm_Gemmatimonadetes_6895_69_8	Gemmatimonadetes	Neither	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	1
14_0929_09_30cm_Nitrospirae_6829_62_9	Nitrospirae	Increase	Decrease	Neither	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
14_0929_09_30cm_Proteobacteria_6836_67_22	Gammaproteobacteria	Decrease	Neither	Neither	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	1
14_0929_09_30cm_unknown_6859_52_8	Bathyarchaeota	Increase	Decrease	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14_0929_09_40cm_Archaea_7033_53_7	Bathyarchaeota	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
14_0929_09_40cm_Bacteria_7002_54_13	Verrucomicrobia	Neither	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
14_0929_09_40cm_Bacteria_7006_68_10	Chloroflexi	Neither	Decrease	Decrease	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
14_0929_09_40cm_Bacteria_7010_58_7	Acidobacteria	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
14_0929_09_40cm_Bacteria_7012_55_6	Verrucomicrobia	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
14_0929_09_40cm_Bacteria_7016_55_11	Verrucomicrobia	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
14_0929_09_40cm_Bacteria_7027_56_14	Verrucomicrobia	Neither	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
14_0929_09_40cm_Bacteria_7036_71_9	Deltaproteobacteria	Increase	Neither	Neither	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1
14_0929_09_40cm_Bacteria_7055_67_12	Chloroflexi	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1
14_0929_09_40cm_Euryarchaeota_7021_64_14	Euryarchaeota	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
14_0929_09_40cm_unknown_7058_52_11	Bathyarchaeota	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
14_0929_09_40cm_unknown_7066_52_9	Bathyarchaeota	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14_0929_12_20cm_Actinobacteria_7194_71_6	Actinobacteria	Neither	Neither	Neither	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1
14_0929_12_20cm_Bacteria_7168_68_10	Chloroflexi	Neither	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
14_0929_12_20cm_Bacteria_7172_66_10	Chloroflexi	Neither	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1
14_0929_12_20cm_Bacteria_7173_66_12	Chloroflexi	Neither	Decrease	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
14_0929_12_20cm_Bacteria_7176_69_7	Chloroflexi	Decrease	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
14_0929_12_20cm_Bacteria_7180_68_10	Chloroflexi	Neither	Neither	Neither	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
14_0929_12_20cm_Bacteria_7182_66_11	Chloroflexi	Neither	Decrease	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1
14_0929_12_20cm_Bacteria_7231_59_8	Verrucomicrobia	Neither	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1
14_0929_12_20cm_Proteobacteria_7163_67_18	Gammaproteobacteria	Decrease	Neither	Neither	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	1
14_0929_12_20cm_Proteobacteria_7190_65_6	Gammaproteobacteria	Decrease	Neither	Neither	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	1	0	0	1	1	0	1
14_0929_12_30cm_Bacteria_7366_66_10	Chloroflexi	Neither	Neither	Neither	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
14_0929_12_30cm_Bacteria_7370_58_11	Acidobacteria	Neither	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
14_0929_12_30cm_Bacteria_7389_66_9	Chloroflexi	Increase	Neither	Neither	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1
14_0929_12_30cm_Bacteria_7412_58_7	Acidobacteria	Neither	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14_0929_12_30cm_Bacteria_7418_67_9	Chloroflexi	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
14_0929_12_30cm_Bacteria_7476_55_10	Verrucomicrobia	Neither	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
14_0929_12_30cm_Betaproteobacteria_7373_66_8	Betaproteobacteria	Neither	Neither	Neither	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	1	1	0	1
14_0929_12_30cm_Euryarchaeota_7367_63_8	Euryarchaeota	Increase	Neither	Neither	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
14_0929_12_30cm_Euryarchaeota_7401_64_15	Euryarchaeota	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
14_0929_12_30cm_Gemmatimonadetes_7362_66_15	Gemmatimonadetes	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1
14_0929_12_30cm_Rokubacteria_7382_69_18	Rokubacteria	Increase	Neither	Neither	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	1
14_0929_12_40cm_Bacteria_7530_66_8	Chloroflexi	Increase	Neither	Neither	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1
14_0929_12_40cm_Bacteria_7538_55_12	Verrucomicrobia	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
14_0929_12_40cm_Bacteria_7540_55_11	Verrucomicrobia	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
14_0929_12_40cm_Betaproteobacteria_7526_65_14	Betaproteobacteria	Increase	Neither	Decrease	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	1	1	1	1
14_0929_12_40cm_Gemmatimonadetes_7520_66_13	Gemmatimonadetes	Increase	Increase	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1
14_0929_12_40cm_Gemmatimonadetes_7535_68_6	Gemmatimonadetes	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	1
14_0929_12_40cm_Proteobacteria_7534_69_6	Gammaproteobacteria	Neither	Neither	Neither	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	1
14_0929_12_40cm_Rokubacteria_7612_70_13	Rokubacteria	Increase	Neither	Decrease	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1
14_1009_02_20cm_Acidobacteria_3609_55_5	Acidobacteria	Decrease	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
14_1009_02_20cm_Bacteria_3616_55_10	Verrucomicrobia	Decrease	Increase	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
14_1009_02_20cm_Proteobacteria_3617_68_7	Deltaproteobacteria	Decrease	Neither	Neither	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	0	1	1
14_1009_02_30cm_Bacteria_3693_65_7	Chloroflexi	Neither	Neither	Neither	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
14_1009_02_30cm_Bacteria_3696_55_11	Verrucomicrobia	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
14_1009_02_30cm_Bacteria_3712_55_13	Verrucomicrobia	Neither	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
14_1009_02_30cm_Bacteria_3721_54_15	Verrucomicrobia	Neither	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
14_1009_02_40cm_Acidobacteria_3833_65_7	Acidobacteria	Increase	Increase	Neither	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0
14_1009_02_40cm_Actinobacteria_3813_69_7	Actinobacteria	Neither	Neither	Neither	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1
14_1009_02_40cm_Actinobacteria_3830_69_7	Actinobacteria	Neither	Neither	Neither	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1
14_1009_02_40cm_Bacteria_10542_68_6	Chloroflexi	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1
14_1009_02_40cm_Bacteria_3820_66_13	Chloroflexi	Increase	Neither	Neither	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1
14_1009_02_40cm_Bacteria_3823_69_8	Chloroflexi	Increase	Increase	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
14_1009_02_40cm_Bacteria_3827_55_7	Verrucomicrobia	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14_1009_02_40cm_Bacteria_3836_67_6	Chloroflexi	Decrease	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
14_1009_02_40cm_Bacteria_3862_66_7	Chloroflexi	Increase	Neither	Neither	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
14_1009_02_40cm_Bacteria_3867_55_7	Verrucomicrobia	Neither	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
14_1009_02_40cm_Chloroflexi_3845_53_8	Chloroflexi	Increase	Increase	Neither	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1
14_1009_02_40cm_Gemmatimonadetes_3801_70_15	Gemmatimonadetes	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	1
14_1009_02_40cm_Gemmatimonadetes_3818_68_8	Gemmatimonadetes	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	1
14_1009_05_20cm_Acidobacteria_3981_65_12	Acidobacteria	Decrease	Decrease	Decrease	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	1	1
14_1009_05_20cm_Acidobacteria_3994_54_6	Acidobacteria	Decrease	Neither	Decrease	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1
14_1009_05_20cm_Archaea_4006_53_6	Bathyarchaeota	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
14_1009_05_20cm_Bacteria_3983_66_11	Chloroflexi	Decrease	Neither	Neither	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1
14_1009_05_20cm_Bacteria_3987_54_20	Verrucomicrobia	Neither	Increase	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
14_1009_05_20cm_Bacteria_3993_59_9	Verrucomicrobia	Decrease	Neither	Increase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
14_1009_05_20cm_Bacteria_4001_66_6	Chloroflexi	Neither	Decrease	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
14_1009_05_20cm_Bacteria_4028_55_8	Verrucomicrobia	Decrease	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
14_1009_05_20cm_Bacteria_4033_66_6	Chloroflexi	Neither	Neither	Neither	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1
14_1009_05_20cm_Euryarchaeota_4005_65_9	Euryarchaeota	Neither	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
14_1009_05_20cm_Gemmatimonadetes_4000_69_8	Gemmatimonadetes	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1
14_1009_05_30cm_Bacteria_4159_66_7	Chloroflexi	Increase	Neither	Neither	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1
14_1009_05_30cm_Bacteria_4168_57_7	Acidobacteria	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
14_1009_05_30cm_Bacteria_4185_68_7	Chloroflexi	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
14_1009_05_30cm_Bacteria_4203_54_7	Verrucomicrobia	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
14_1009_05_30cm_Bacteria_4211_68_10	Chloroflexi	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
14_1009_05_30cm_Bacteria_4249_66_12	Chloroflexi	Neither	Decrease	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1
14_1009_05_30cm_Bacteria_4253_54_7	Verrucomicrobia	Neither	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
14_1009_05_30cm_Deltaproteobacteria_4183_68_9	Deltaproteobacteria	Decrease	Increase	Neither	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	1	0	1	1
14_1009_05_30cm_Gemmatimonadetes_4196_69_20	Gemmatimonadetes	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	1
14_1009_05_30cm_Thaumarchaeota_4188_38_6	Thaumarchaeota	Increase	Neither	Decrease	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
14_1009_05_30cm_unknown_4221_52_20	Bathyarchaeota	Increase	Neither	Decrease	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14_1009_05_40cm_Acidobacteria_4335_57_12	Acidobacteria	Increase	Neither	Decrease	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
14_1009_05_40cm_Actinobacteria_10539_68_8	Actinobacteria	Neither	Neither	Neither	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	1
14_1009_05_40cm_Archaea_4406_58_8	Thaumarchaeota	Increase	Neither	Neither	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
14_1009_05_40cm_Bacteria_4386_70_5	Acidobacteria	Increase	Neither	Neither	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
14_1009_05_40cm_Bacteria_4407_67_7	Chloroflexi	Increase	Neither	Neither	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1
14_1009_05_40cm_Bacteria_4414_67_7	Chloroflexi	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1
14_1009_05_40cm_Candidatus_Nitrososphaera_gargensis_4356_47_8	Thaumarchaeota	Increase	Neither	Neither	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
14_1009_05_40cm_Deltaproteobacteria_4396_68_5	Deltaproteobacteria	Decrease	Neither	Neither	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0
14_1009_05_40cm_Gemmatimonadetes_4372_68_6	Gemmatimonadetes	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	1
14_1009_05_40cm_Nitrososphaera_4404_34_5	Thaumarchaeota	Neither	Neither	Neither	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
14_1009_05_40cm_RBG_19FT_COMBO_Actinobacteria_70_19_curated_4381_69_10	Actinobacteria	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1
14_1009_05_40cm_Thaumarchaeota_4373_35_8	Thaumarchaeota	Neither	Neither	Neither	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
14_1009_05_40cm_unknown_4353_52_9	Bathyarchaeota	Increase	Neither	Decrease	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14_1009_09_20cm_Acidobacteria_7739_65_6	Acidobacteria	Decrease	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1
14_1009_09_20cm_Actinobacteria_7720_66_6	Actinobacteria	Decrease	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
14_1009_09_20cm_Actinobacteria_7726_69_6	Actinobacteria	Decrease	Neither	Neither	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1
14_1009_09_20cm_Alphaproteobacteria_7735_64_8	Alphaproteobacteria	Decrease	Neither	Neither	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0
14_1009_09_20cm_Bacteria_7713_68_14	Chloroflexi	Neither	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
14_1009_09_20cm_Bacteria_7728_55_9	Verrucomicrobia	Decrease	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
14_1009_09_20cm_Bacteria_7734_68_7	Chloroflexi	Decrease	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
14_1009_09_20cm_Bacteria_7746_65_6	Chloroflexi	Decrease	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1
14_1009_09_20cm_Bacteria_7748_66_6	Chloroflexi	Decrease	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1
14_1009_09_20cm_Bacteria_7766_55_12	Verrucomicrobia	Decrease	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
14_1009_09_20cm_Deltaproteobacteria_7798_68_8	Deltaproteobacteria	Neither	Neither	Decrease	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1
14_1009_09_20cm_Gemmatimonadetes_7716_69_10	Gemmatimonadetes	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0
14_1009_09_20cm_Ktedonobacter_racemifer_7781_53_7	Chloroflexi	Decrease	Neither	Neither	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1
14_1009_09_20cm_Nitrospirae_7718_62_7	Nitrospirae	Neither	Neither	Neither	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0
14_1009_09_20cm_Proteobacteria_7754_68_12	Deltaproteobacteria	Neither	Neither	Decrease	0	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1
14_1009_09_30cm_Bacteria_7941_70_10	Rokubacteria	Neither	Neither	Neither	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1
14_1009_09_30cm_Bacteria_7944_62_6	Chloroflexi	Neither	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
14_1009_09_30cm_Bacteria_7970_55_10	Verrucomicrobia	Neither	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
14_1009_09_30cm_Bacteria_7972_66_13	Chloroflexi	Neither	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
14_1009_09_30cm_Bacteria_7973_55_6	Acidobacteria	Neither	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
14_1009_09_30cm_Bacteria_7986_56_6	Acidobacteria	Increase	Increase	Neither	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1
